ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice ,20th Choice
000101-00-1067,C02,C13,C16,C10,C17,C01,C03,,,,,,,,,,,,,
000101-00-1068,C01,C02,C06,,,,,,,,,,,,,,,,,
000101-00-1073,C02,C13,C16,C10,C19,C01,C03,C20,,,,,,,,,,,,
000101-00-1075,C01,C09,C19,,,,,,,,,,,,,,,,,
000101-00-1078,C18,C20,,,,,,,,,,,,,,,,,,
000101-00-1081,C12,C20,C06,C18,,,,,,,,,,,,,,,,
000101-00-1084,C08,C02,C15,,,,,,,,,,,,,,,,,
000101-00-1087,C15,C16,C02,C01,C20,C06,C13,C18,,,,,,,,,,,,
000101-00-1089,C20,C06,C18,C16,C15,C12,C13,C02,C04,C05,C07,C08,C09,C10,C11,,,,,
000101-00-1094,C20,C18,,,,,,,,,,,,,,,,,,
000101-00-1096,C20,C18,C12,C06,C15,C01,C13,C02,C05,,,,,,,,,,,
000101-00-1098,C20,C18,C16,C01,C06,C05,C02,C15,C14,C13,,,,,,,,,,
000101-00-1101,C20,C18,,,,,,,,,,,,,,,,,,
000101-00-1106,C20,C06,C12,C18,C13,C04,C16,C17,C09,,,,,,,,,,,
000101-00-1108,C18,C20,C12,C04,C06,,,,,,,,,,,,,,,
000101-00-1112,C18,,,,,,,,,,,,,,,,,,,
000101-00-1115,C20,C06,C12,C18,C13,C04,C16,C17,C09,,,,,,,,,,,
000101-00-1116,C18,,,,,,,,,,,,,,,,,,,
000101-00-1122,C01,C06,,,,,,,,,,,,,,,,,,
000101-00-1124,C18,,,,,,,,,,,,,,,,,,,
000101-00-1126,C06,C12,C20,C18,C15,,,,,,,,,,,,,,,
000101-00-1129,C20,C06,C12,C18,C10,,,,,,,,,,,,,,,
000101-00-1132,C20,,,,,,,,,,,,,,,,,,,
000101-00-1134,C20,C18,C12,C06,,,,,,,,,,,,,,,,
000101-00-1138,overvote,,,,,,,,,,,,,,,,,,,
000101-00-1141,overvote,,,,,,,,,,,,,,,,,,,
000101-00-1145,C20,C06,C18,C15,,,,,,,,,,,,,,,,
000101-00-1147,C18,C16,C15,C14,C13,C12,C02,C04,C20,C19,C01,C03,C05,C06,C07,C08,C09,C10,C11,C17
000101-00-1150,C15,C04,C16,,,,,,,,,,,,,,,,,
000101-00-1154,C14,C04,,,,,,,,,,,,,,,,,,
000101-00-1155,C14,C04,,,,,,,,,,,,,,,,,,
000101-00-1159,C06,C12,,,,,,,,,,,,,,,,,,
000101-00-1161,C12,,,,,,,,,,,,,,,,,,,
000101-00-1166,C20,C18,C06,,,,,,,,,,,,,,,,,
000101-00-1168,C01,C17,C19,C03,C04,C07,C08,C10,C09,,,,,,,,,,,
000101-00-1172,C02,C09,C10,C11,C14,C17,C19,C01,C03,C05,C07,C08,C06,C04,C20,C18,C13,C16,C15,C12
000101-00-1174,C18,C06,C12,C04,C20,C13,C11,C10,C09,C08,C07,C05,C03,C02,C01,C19,C17,C16,C15,
000101-00-1177,C06,C15,C12,C10,,,,,,,,,,,,,,,,
000101-00-1179,C14,C18,C16,C13,C11,C10,C09,C08,C07,C01,C20,C17,C19,C03,C02,C05,C06,C12,,
000101-00-1182,C06,C18,C20,C02,C04,C12,C16,C15,,,,,,,,,,,,
000101-00-1186,C20,C18,C06,C16,C11,C14,C17,,,,,,,,,,,,,
000101-00-1190,C06,C20,C10,C18,C14,C12,C11,C09,,,,,,,,,,,,
000101-00-1192,C16,C14,C01,C13,C18,,,,,,,,,,,,,,,
000101-00-1195,C20,C06,C01,,,,,,,,,,,,,,,,,
000101-00-1197,C01,C20,,,,,,,,,,,,,,,,,,
000101-00-1201,C20,C06,C18,,,,,,,,,,,,,,,,,
000101-00-1203,C20,C18,C12,C06,C05,C01,,,,,,,,,,,,,,
000101-00-1205,C12,C20,overvote,overvote,C16,overvote,C17,overvote,C05,C03,C01,,,,,,,,,
000101-00-1210,C20,,,,,,,,,,,,,,,,,,,
000101-00-1212,C20,C18,C06,,,,,,,,,,,,,,,,,
000101-00-1216,C20,C18,,,,,,,,,,,,,,,,,,
000101-00-1217,C20,C12,C18,,,,,,,,,,,,,,,,,
000101-00-1222,C20,C18,C12,C06,C05,C01,C15,,,,,,,,,,,,,
000101-00-1224,overvote,,,,,,,,,,,,,,,,,,,
000101-00-1227,C20,C18,C19,C01,C06,C09,C13,C03,C02,C04,C07,C08,C10,C11,C12,C14,C15,,,
000101-00-1232,C20,C18,overvote,C02,,,,,,,,,,,,,,,,
000101-00-1233,C01,C20,C17,C12,C02,overvote,C19,overvote,C13,,,,,,,,,,,
000101-00-1236,C20,C04,C14,C01,C06,,,,,,,,,,,,,,,
000101-00-1239,overvote,overvote,overvote,overvote,overvote,C15,C05,,,,,,,,,,,,,
000101-00-1240,C19,C18,C12,,,,,,,,,,,,,,,,,
000101-00-1245,C18,C19,C01,C15,C20,C02,C04,C05,C12,C13,,,,,,,,,,
000101-00-1247,C12,C13,C18,,,,,,,,,,,,,,,,,
000101-00-1249,C15,C20,C06,C16,C18,,,,,,,,,,,,,,,
000101-00-1254,C04,C06,C12,C13,C15,C16,C18,C20,C02,,,,,,,,,,,
000101-00-1256,C20,C18,C02,,,,,,,,,,,,,,,,,
000101-00-1258,C01,C06,C20,,,,,,,,,,,,,,,,,
000101-00-1265,C03,C20,C15,,,,,,,,,,,,,,,,,
000101-00-1268,C03,C14,C11,C09,overvote,C05,C06,C12,C13,C18,C20,,,,,,,,,
000101-00-1269,C03,C04,C01,C18,C16,C15,C13,C14,C19,,,,,,,,,,,
000101-00-1274,C15,C18,C20,C06,C02,C04,C12,C13,,,,,,,,,,,,
000101-00-1277,C20,C18,C13,C12,C06,C01,C08,C02,C17,,,,,,,,,,,
000101-00-1279,C06,C20,C18,C12,C10,,,,,,,,,,,,,,,
000101-00-1283,C20,C12,C18,C06,C02,C04,C13,C03,C16,C15,,,,,,,,,,
000101-00-1284,,,,,,,,,,,,,,,,,,,,
000101-00-1288,C20,C18,C06,C13,,,,,,,,,,,,,,,,
000101-00-1290,,,,,,,,,,,,,,,,,,,,
000101-00-1294,C20,C14,C12,C06,,,,,,,,,,,,,,,,
000101-00-1296,C09,C20,C02,C17,C13,C15,C16,C06,C04,C18,,,,,,,,,,
000101-00-1301,C20,C18,C12,C06,C02,C04,C13,C15,C16,,,,,,,,,,,
000101-00-1304,C20,C06,C18,C19,,,,,,,,,,,,,,,,
000101-00-1305,overvote,,,,,,,,,,,,,,,,,,,
000101-00-1310,C03,C17,C02,C13,C16,C10,,,,,,,,,,,,,,
000101-00-1311,C20,C18,C06,,,,,,,,,,,,,,,,,
000101-00-1314,C06,C10,C15,C17,C20,C01,,,,,,,,,,,,,,
000101-00-1320,C20,C06,C15,C11,C13,C01,C05,C07,C09,C12,C16,C04,C18,C03,C08,C10,C14,C17,C19,C02
000101-00-1322,C04,C18,C06,,,,,,,,,,,,,,,,,
000101-00-1325,C04,,,,,,,,,,,,,,,,,,,
000101-00-1329,C06,C12,,,,,,,,,,,,,,,,,,
000101-00-1332,C20,C06,C18,C12,,,,,,,,,,,,,,,,
000101-00-1335,C12,C13,C18,,,,,,,,,,,,,,,,,
000101-00-1336,C03,C04,C07,C17,C06,,,,,,,,,,,,,,,
000101-00-1341,C20,C02,,,,,,,,,,,,,,,,,,
000101-00-1344,C12,C10,C08,,,,,,,,,,,,,,,,,
000101-00-1346,C18,C20,,,,,,,,,,,,,,,,,,
000101-00-1348,C20,C18,C16,C15,C01,C05,C10,C19,C02,C13,C11,C12,C09,C04,C03,C17,C14,C06,C07,C08
000101-00-1352,overvote,,,,,,,,,,,,,,,,,,,
000101-00-1356,C20,C18,C06,C12,C15,C02,C16,C17,C14,C13,C11,C01,C09,C08,C07,C05,C04,C19,,
000101-00-1359,C18,C20,C06,C08,,,,,,,,,,,,,,,,
000101-00-1360,C06,C20,C18,C12,,,,,,,,,,,,,,,,
000101-00-1365,C01,C20,C06,C02,C18,C04,C14,C12,,,,,,,,,,,,
000101-00-1367,C18,C20,,,,,,,,,,,,,,,,,,
000101-00-1369,C18,C20,,,,,,,,,,,,,,,,,,
000101-00-1373,C06,C20,C18,C15,C02,,,,,,,,,,,,,,,
000101-00-1376,C01,C19,C17,C04,C16,C02,,,,,,,,,,,,,,
000101-00-1378,C05,C08,C12,C20,C09,C14,C01,C03,C17,C07,C06,C19,C10,C13,C11,C15,C04,C02,C16,C18
000101-00-1383,C20,C06,C15,C04,C12,C18,C13,C16,C02,C17,C19,C07,C09,C03,C05,C01,C11,C08,C14,C10
000101-00-1385,,,,,,,,,,,,,,,,,,,,
000101-00-1388,C20,,,,,,,,,,,,,,,,,,,
000101-00-1391,C18,C06,C20,C04,,,,,,,,,,,,,,,,
000101-00-1395,overvote,,,,,,,,,,,,,,,,,,,
000101-00-1396,C20,C12,C14,C16,C18,C02,C04,C07,C11,C08,C13,C15,C17,C19,C01,C03,C05,C06,C09,
000101-00-1399,C20,C06,,,,,,,,,,,,,,,,,,
000101-00-1403,C06,C20,,,,,,,,,,,,,,,,,,
000101-00-1406,C14,C18,C12,,,,,,,,,,,,,,,,,
000101-00-1409,C20,C12,C16,C18,C02,C06,C07,C08,C09,C10,C13,C14,C15,,,,,,,
000101-00-1411,C03,C12,C15,C06,C04,C20,C18,C02,C13,C16,,,,,,,,,,
000101-00-1413,C20,C12,C06,C13,C18,C15,C16,C09,,,,,,,,,,,,
000101-00-1416,C09,C08,C10,C07,C19,C01,C03,C05,C11,C14,C17,C04,C16,C15,C13,C12,C18,C06,C02,C20
000101-00-1420,C20,C06,C18,C08,C13,C15,C16,C03,,,,,,,,,,,,
000101-00-1424,C14,C01,C09,C17,C19,C16,C04,C02,C03,C11,C10,C06,C20,C15,C13,C12,C08,C07,C05,C18
000101-00-1428,C06,C18,C01,C14,,,,,,,,,,,,,,,,
000101-00-1430,C06,C18,C12,C20,,,,,,,,,,,,,,,,
000101-00-1435,C20,,,,,,,,,,,,,,,,,,,
000101-00-1437,C20,C15,C18,C13,C12,C04,C02,,,,,,,,,,,,,
000101-00-1439,C18,C20,C06,C16,C15,C14,C11,,,,,,,,,,,,,
000101-00-1444,C13,C04,C16,C15,C06,C02,C20,,,,,,,,,,,,,
000101-00-1445,C13,C01,C04,,,,,,,,,,,,,,,,,
000101-00-1449,C20,C12,C01,,,,,,,,,,,,,,,,,
000101-00-1451,C20,C12,C01,,,,,,,,,,,,,,,,,
000101-00-1455,C06,C15,C20,C18,C04,C02,C16,C05,C14,,,,,,,,,,,
000101-00-1457,C20,C18,C06,,,,,,,,,,,,,,,,,
000101-00-1462,C06,C18,C20,C02,C13,C05,,,,,,,,,,,,,,
000101-00-1464,C20,,,,,,,,,,,,,,,,,,,
000101-00-1468,C02,C20,C06,,,,,,,,,,,,,,,,,
000101-00-1470,C02,C20,C15,C18,C12,C13,C16,C06,,,,,,,,,,,,
000101-00-1472,C20,C06,C02,,,,,,,,,,,,,,,,,
000101-00-1477,C20,C12,C06,,,,,,,,,,,,,,,,,
000101-00-1478,C20,C06,C18,C01,,,,,,,,,,,,,,,,
000101-00-1483,C18,C20,C06,,,,,,,,,,,,,,,,,
000101-00-1486,C20,C06,,,,,,,,,,,,,,,,,,
000101-00-1488,C18,C20,C06,,,,,,,,,,,,,,,,,
000101-00-1490,C06,C14,C16,C02,C18,C10,C01,C20,C09,,,,,,,,,,,
000101-00-1494,C20,C04,C18,C06,C15,C16,C10,C02,C01,C17,C19,C03,C05,C07,C08,C11,C12,C13,C14,C09
000101-00-1497,C20,C18,C12,overvote,C19,C15,,,,,,,,,,,,,,
000101-00-1500,C01,C02,C03,,,,,,,,,,,,,,,,,
000101-00-1504,C18,C01,C20,,,,,,,,,,,,,,,,,
000101-00-1508,C18,C20,overvote,C13,C04,C01,,,,,,,,,,,,,,
000101-00-1511,C03,C20,,,,,,,,,,,,,,,,,,
000101-00-1514,C06,C20,C18,C01,C02,C03,C05,C04,C07,C10,C08,C11,C14,C12,C13,C16,C15,C17,,
000101-00-1517,C06,C12,C18,,,,,,,,,,,,,,,,,
000101-00-1521,C01,C17,C14,C11,C10,C09,C08,C19,C03,,,,,,,,,,,
000101-00-1524,C16,C15,,,,,,,,,,,,,,,,,,
000101-00-1525,C13,C06,C15,C18,C20,,,,,,,,,,,,,,,
000101-00-1529,C20,,,,,,,,,,,,,,,,,,,
000101-00-1532,C15,C20,,,,,,,,,,,,,,,,,,
000101-00-1533,C19,C16,,,,,,,,,,,,,,,,,,
000101-00-1537,C01,C12,C18,C06,C13,C16,,,,,,,,,,,,,,
000101-00-1541,C20,C06,C18,,,,,,,,,,,,,,,,,
000101-00-1544,C02,C04,C01,C10,C17,C18,C20,C15,C16,,,,,,,,,,,
000101-00-1547,C20,C01,C04,C18,C13,,,,,,,,,,,,,,,
000101-00-1550,C20,C18,C04,C13,C12,,,,,,,,,,,,,,,
000101-00-1552,,,,,,,,,,,,,,,,,,,,
000101-00-1554,C20,C18,C06,,,,,,,,,,,,,,,,,
000101-00-1559,C14,,,,,,,,,,,,,,,,,,,
000101-00-1561,C20,C01,C02,C18,C16,C15,C13,C12,C06,C04,C05,C07,C08,C09,C10,C11,C14,C17,C19,C03
000101-00-1563,C01,C05,C14,C20,C02,C04,,,,,,,,,,,,,,
000101-00-1568,C06,C15,C20,C02,C04,C12,C08,,,,,,,,,,,,,
000101-00-1570,C18,C20,C10,,,,,,,,,,,,,,,,,
000101-00-1574,C01,C18,C20,,,,,,,,,,,,,,,,,
000101-00-1576,C20,C18,C13,C14,C06,,,,,,,,,,,,,,,
000101-00-1579,C18,C20,C06,C12,,,,,,,,,,,,,,,,
000101-00-1581,overvote,,,,,,,,,,,,,,,,,,,
000101-00-1585,C20,C06,C18,,,,,,,,,,,,,,,,,
000101-00-1587,C20,C18,C06,C12,C15,C09,C02,,,,,,,,,,,,,
000101-00-1591,C14,C01,C16,C15,C13,C20,,,,,,,,,,,,,,
000101-00-1594,C20,C18,,,,,,,,,,,,,,,,,,
000101-00-1596,C20,,,,,,,,,,,,,,,,,,,
000101-00-1599,C02,C04,C16,C14,C15,,,,,,,,,,,,,,,
000101-00-1604,C15,C02,,,,,,,,,,,,,,,,,,
000101-00-1606,C20,C14,C01,C06,C02,C04,,,,,,,,,,,,,,
000101-00-1609,C20,C04,C02,C14,C12,,,,,,,,,,,,,,,
000101-00-1612,C20,,,,,,,,,,,,,,,,,,,
000101-00-1616,overvote,C16,C14,C15,C17,C02,C19,C03,C04,C05,C06,C07,C08,C09,C10,C11,C18,C20,,
000101-00-1617,C01,C02,C03,C04,C05,C09,C12,,,,,,,,,,,,,
000101-00-1621,C20,C04,C06,C12,C18,,,,,,,,,,,,,,,
000101-00-1624,C20,C02,,,,,,,,,,,,,,,,,,
000101-00-1627,C20,C06,C18,C04,C13,C15,C12,C02,C01,,,,,,,,,,,
000101-00-1630,C20,,,,,,,,,,,,,,,,,,,
000101-00-1633,C20,C18,C16,C06,C12,C14,C02,C04,,,,,,,,,,,,
000101-00-1635,C06,C20,C18,,,,,,,,,,,,,,,,,
000101-00-1639,C20,C06,C18,C15,C16,C02,C04,C12,C13,C01,,,,,,,,,,
000101-00-1642,C15,C18,C20,C12,C13,,,,,,,,,,,,,,,
000101-00-1646,C18,C20,C15,C06,C04,C02,,,,,,,,,,,,,,
000101-00-1649,C20,C06,C04,C18,C12,,,,,,,,,,,,,,,
000101-00-1651,C13,C06,,,,,,,,,,,,,,,,,,
000101-00-1655,C20,C18,C06,C12,,,,,,,,,,,,,,,,
000101-00-1657,C01,C13,C02,,,,,,,,,,,,,,,,,
000101-00-1660,C20,C18,C04,C06,C02,C01,,,,,,,,,,,,,,
000102-00-0002,C18,C20,C01,,,,,,,,,,,,,,,,,
000102-00-0004,C18,C20,,,,,,,,,,,,,,,,,,
000102-00-0008,C15,C20,C17,C12,C13,C07,C06,C04,C03,C08,C09,C11,C10,C14,C16,,,,,
000102-00-0010,WI0,,,,,,,,,,,,,,,,,,,
000102-00-0011,C01,C14,C02,C12,C13,,,,,,,,,,,,,,,
000102-00-0011,WI0,WI0,WI0,,,,,,,,,,,,,,,,,
000102-00-0012,C20,C18,C06,C01,C15,C14,C11,C19,,,,,,,,,,,,
000102-00-0013,C20,C18,C06,WI0,,,,,,,,,,,,,,,,
000102-00-0013,C01,,,,,,,,,,,,,,,,,,,
000102-00-0014,C20,C18,C06,C12,C13,,,,,,,,,,,,,,,
000102-00-0015,C01,C19,C03,C07,C08,C09,C10,C11,C14,WI0,,,,,,,,,,
000102-00-0016,C01,C03,WI0,C20,,,,,,,,,,,,,,,,
000102-00-0017,C18,C12,C06,C20,,,,,,,,,,,,,,,,
000102-00-0017,C20,C06,C15,C18,WI0,,,,,,,,,,,,,,,
000102-00-0018,C04,C15,C16,C06,C17,C02,WI0,,,,,,,,,,,,,
000102-00-0020,C18,C20,C06,C12,,,,,,,,,,,,,,,,
000102-00-0024,C15,C01,C14,C13,C16,C02,C04,C19,C06,C20,C09,C12,C11,C08,C05,C17,C18,C03,C07,C10
000102-00-0027,C01,C02,C06,C12,C17,C10,,,,,,,,,,,,,,
000102-00-0028,C20,C18,C13,C12,C06,C14,,,,,,,,,,,,,,
000102-00-0033,C20,C10,C15,C01,,,,,,,,,,,,,,,,
000102-00-0035,C06,C18,C20,C02,C12,C16,C19,C01,C07,C14,,,,,,,,,,
000102-00-0038,C20,C06,C12,C04,,,,,,,,,,,,,,,,
000102-00-0041,C20,C18,C15,C06,C12,,,,,,,,,,,,,,,
000102-00-0045,C18,C17,C20,C19,C02,C09,C12,C13,C15,C14,C07,C06,C04,C01,C03,C05,C08,C10,C11,C16
000102-00-0047,C12,C13,C20,C04,C06,C01,,,,,,,,,,,,,,
000102-00-0050,C01,C06,C12,C20,C17,,,,,,,,,,,,,,,
000102-00-0052,C01,C02,C17,,,,,,,,,,,,,,,,,
000102-00-0057,C10,C09,C14,C17,C19,C01,C03,C05,C07,C08,,,,,,,,,,
000102-00-0060,C06,C12,C18,C20,C10,,,,,,,,,,,,,,,
000102-00-0063,C16,C04,C17,C01,C19,C02,C06,C18,C12,C20,C09,C10,C11,C14,C03,C05,C07,C08,C13,C15
000102-00-0064,C01,,,,,,,,,,,,,,,,,,,
000102-00-0068,C06,C20,C04,C01,C07,C08,C09,C10,C11,C13,C12,C14,C15,C16,C17,C18,C19,C02,C03,C05
000102-00-0070,overvote,,,,,,,,,,,,,,,,,,,
000102-00-0074,C20,,,,,,,,,,,,,,,,,,,
000102-00-0077,C20,C15,C18,,,,,,,,,,,,,,,,,
000102-00-0081,C20,,,,,,,,,,,,,,,,,,,
000102-00-0083,C18,C20,C12,C04,,,,,,,,,,,,,,,,
000102-00-0087,C10,C12,C04,C15,C02,C18,,,,,,,,,,,,,,
000102-00-0090,C18,C06,C20,C09,,,,,,,,,,,,,,,,
000102-00-0093,C02,C20,C01,,,,,,,,,,,,,,,,,
000102-00-0096,C18,C20,C01,C06,,,,,,,,,,,,,,,,
000102-00-0098,C20,C16,C18,,,,,,,,,,,,,,,,,
000102-00-0099,C18,C20,C06,,,,,,,,,,,,,,,,,
000102-00-0103,C02,C20,C06,,,,,,,,,,,,,,,,,
000102-00-0107,overvote,C18,,,,,,,,,,,,,,,,,,
000102-00-0111,C20,C12,C06,C19,,,,,,,,,,,,,,,,
000102-00-0112,C20,C06,C04,C18,C12,,,,,,,,,,,,,,,
000102-00-0117,C20,C18,C06,,,,,,,,,,,,,,,,,
000102-00-0118,C20,C19,C06,,,,,,,,,,,,,,,,,
000102-00-0121,C06,C12,C20,C15,C18,C07,C08,C09,,,,,,,,,,,,
000102-00-0126,C18,C20,C01,C06,C11,C16,C04,C12,C02,,,,,,,,,,,
000102-00-0128,C06,C20,C17,C01,,,,,,,,,,,,,,,,
000102-00-0130,C20,C18,C06,,,,,,,,,,,,,,,,,
000102-00-0135,C16,C04,C13,C15,C19,C17,C09,C01,C14,,,,,,,,,,,
000102-00-0137,overvote,,,,,,,,,,,,,,,,,,,
000102-00-0141,C20,C06,,,,,,,,,,,,,,,,,,
000102-00-0142,C16,C13,C04,C19,C02,,,,,,,,,,,,,,,
000102-00-0145,C16,C13,C19,C04,C01,C02,C09,C14,C15,,,,,,,,,,,
000102-00-0149,C20,,,,,,,,,,,,,,,,,,,
000102-00-0151,C03,C09,C06,C18,,,,,,,,,,,,,,,,
000102-00-0154,C20,C02,C16,,,,,,,,,,,,,,,,,
000102-00-0158,C20,C02,C15,C18,,,,,,,,,,,,,,,,
000102-00-0161,C12,C06,C18,C20,,,,,,,,,,,,,,,,
000102-00-0165,C20,,,,,,,,,,,,,,,,,,,
000102-00-0168,C20,C01,C16,C18,,,,,,,,,,,,,,,,
000102-00-0173,C20,C19,C01,C02,C03,C04,C05,C06,,,,,,,,,,,,
000102-00-0175,C12,C20,C06,C14,C18,C05,C15,C01,,,,,,,,,,,,
000102-00-0178,,,,,,,,,,,,,,,,,,,,
000102-00-0184,C20,C18,C06,C12,C08,C01,C02,C14,,,,,,,,,,,,
000102-00-0187,C10,C03,C09,C01,C07,C08,C11,C12,C13,C05,C19,C17,,,,,,,,
000102-00-0190,C01,C20,C15,C16,C10,C12,C13,C11,C04,C07,C08,C09,C19,C18,C17,C14,,,,
000102-00-0194,C20,C06,,,,,,,,,,,,,,,,,,
000102-00-0196,C03,,,,,,,,,,,,,,,,,,,
000102-00-0198,C20,C06,C18,C12,,,,,,,,,,,,,,,,
000102-00-0203,C20,C18,C01,,,,,,,,,,,,,,,,,
000102-00-0206,C15,C04,C16,C17,C20,C13,C02,,,,,,,,,,,,,
000102-00-0208,,,,,,,,,,,,,,,,,,,,
000102-00-0211,overvote,,,,,,,,,,,,,,,,,,,
000102-00-0215,C20,C18,C06,C12,C01,C02,C04,C13,C15,C16,,,,,,,,,,
000102-00-0218,C03,C01,C10,C19,C16,C02,C13,,,,,,,,,,,,,
000102-00-0220,C03,C01,C10,C19,C02,C20,C06,,,,,,,,,,,,,
000102-00-0223,overvote,,,,,,,,,,,,,,,,,,,
000102-00-0226,C20,C06,C12,,,,,,,,,,,,,,,,,
000102-00-0230,C20,C06,C18,,,,,,,,,,,,,,,,,
000102-00-0231,,,,,,,,,,,,,,,,,,,,
000102-00-0235,C20,C18,C12,C06,,,,,,,,,,,,,,,,
000102-00-0239,C20,C18,C06,C12,,,,,,,,,,,,,,,,
000102-00-0241,C12,C20,,,,,,,,,,,,,,,,,,
000102-00-0243,C20,C06,C18,C12,C15,C14,C01,C02,C03,C04,C05,C07,,,,,,,,
000102-00-0247,C06,C20,C01,C02,C15,C18,C04,C17,C16,,,,,,,,,,,
000102-00-0249,C06,C12,C05,C04,C03,C02,C20,C18,C17,C16,C15,overvote,,,,,,,,
000102-00-0252,C20,,,,,,,,,,,,,,,,,,,
000102-00-0255,C20,,,,,,,,,,,,,,,,,,,
000102-00-0257,C14,C17,C19,C01,C03,C05,C09,,,,,,,,,,,,,
000102-00-0261,C20,C06,C03,C18,C12,,,,,,,,,,,,,,,
000102-00-0263,C01,C02,C09,C17,C13,C04,C16,C03,C18,C06,C12,,,,,,,,,
000102-00-0265,C14,C13,C04,C16,C15,C17,C09,,,,,,,,,,,,,
000102-00-0268,C20,C06,C18,,,,,,,,,,,,,,,,,
000102-00-0271,C01,C17,C13,C02,C04,,,,,,,,,,,,,,,
000102-00-0276,C20,C06,,,,,,,,,,,,,,,,,,
000102-00-0279,C20,C18,,,,,,,,,,,,,,,,,,
000102-00-0282,C16,C04,C13,C15,C19,C17,C09,C01,,,,,,,,,,,,
000102-00-0286,C15,C02,C16,C20,C04,C06,C18,C12,C13,C01,C17,C10,C03,C05,C07,C09,C11,C08,C19,C14
000102-00-0289,C20,C10,C12,C13,C18,C06,,,,,,,,,,,,,,
000102-00-0292,C01,C20,C02,C18,C06,C13,C12,,,,,,,,,,,,,
000102-00-0296,C17,C19,C01,C09,C14,C02,C13,C03,C06,C12,C20,,,,,,,,,
000102-00-0298,C01,C16,C02,C04,C12,,,,,,,,,,,,,,,
000102-00-0301,C20,C06,C18,C12,,,,,,,,,,,,,,,,
000102-00-0304,C09,,,,,,,,,,,,,,,,,,,
000102-00-0307,C20,C15,,,,,,,,,,,,,,,,,,
000102-00-0311,,,,,,,,,,,,,,,,,,,,
000102-00-0314,C01,C20,C09,C13,C02,C06,C04,C11,C03,,,,,,,,,,,
000102-00-0317,C01,C09,C13,C02,C04,C11,C12,C03,C06,,,,,,,,,,,
000102-00-0319,C20,C06,C12,C15,C18,C16,C02,C04,,,,,,,,,,,,
000102-00-0321,C02,C01,C16,C10,C19,,,,,,,,,,,,,,,
000102-00-0326,C20,C18,C12,C06,,,,,,,,,,,,,,,,
000102-00-0327,C12,C20,C02,C05,C15,C18,C04,C16,,,,,,,,,,,,
000102-00-0330,C06,C15,,,,,,,,,,,,,,,,,,
000102-00-0334,C03,C09,C06,C18,C01,C20,,,,,,,,,,,,,,
000102-00-0337,C18,C20,C11,C06,C15,C16,C07,C08,C09,C10,C12,C13,C14,C17,C19,C01,C02,C03,C04,C05
000102-00-0340,C20,C12,C18,C16,,,,,,,,,,,,,,,,
000102-00-0344,C01,C02,C13,C10,,,,,,,,,,,,,,,,
000102-00-0347,C01,C13,C03,C02,C16,C19,C10,C07,,,,,,,,,,,,
000102-00-0350,C20,C18,C01,,,,,,,,,,,,,,,,,
000102-00-0352,C06,C20,C18,,,,,,,,,,,,,,,,,
000102-00-0355,C18,C20,C06,C12,,,,,,,,,,,,,,,,
000102-00-0357,C18,C06,C19,C12,,,,,,,,,,,,,,,,
000102-00-0362,C13,C16,C02,C04,C18,C11,C15,,,,,,,,,,,,,
000102-00-0365,C06,C18,C20,C12,C16,C04,C17,C15,,,,,,,,,,,,
000102-00-0368,C20,C18,C06,C12,C16,C08,C04,C02,C15,,,,,,,,,,,
000102-00-0369,C10,C01,C20,C13,C04,C06,C12,C15,,,,,,,,,,,,
000102-00-0374,C20,C18,C06,,,,,,,,,,,,,,,,,
000102-00-0376,C20,C18,C15,C10,C02,C04,C06,C16,C17,C13,C03,C05,C01,C14,C12,C19,C11,C09,C08,C07
000102-00-0379,overvote,,,,,,,,,,,,,,,,,,,
000102-00-0382,C01,,,,,,,,,,,,,,,,,,,
000102-00-0385,C20,C15,C18,C06,C10,,,,,,,,,,,,,,,
000102-00-0389,C19,C03,C02,C15,C17,C14,,,,,,,,,,,,,,
000102-00-0390,C20,C18,C06,,,,,,,,,,,,,,,,,
000102-00-0394,C20,C18,C11,,,,,,,,,,,,,,,,,
000102-00-0396,C06,C20,C01,C03,C04,C07,C08,C12,C13,C09,C10,C11,C14,C16,C18,C19,C02,C05,C15,C17
000102-00-0401,C20,C12,C18,C01,C06,C14,C13,,,,,,,,,,,,,
000102-00-0404,C18,C20,C06,C12,,,,,,,,,,,,,,,,
000102-00-0407,C14,C17,C19,C01,C03,C05,C07,C08,C09,C10,C11,,,,,,,,,
000102-00-0409,C11,C14,C09,C15,C16,C01,C20,C18,C19,C10,C02,C04,C06,C08,C13,C12,C07,C05,C03,
000102-00-0412,overvote,,,,,,,,,,,,,,,,,,,
000102-00-0416,C20,C18,C06,C12,C15,C16,C13,C04,C02,,,,,,,,,,,
000102-00-0418,C20,C18,C06,,,,,,,,,,,,,,,,,
000102-00-0420,C18,C20,C12,C11,C06,C01,,,,,,,,,,,,,,
000102-00-0424,C18,C20,,,,,,,,,,,,,,,,,,
000102-00-0427,C03,C01,,,,,,,,,,,,,,,,,,
000102-00-0430,C20,C18,C15,,,,,,,,,,,,,,,,,
000102-00-0432,C18,C20,,,,,,,,,,,,,,,,,,
