ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
000302-00-0577,C01,,,,,,,,,,,,,,,
000302-00-0581,C01,C10,C11,C09,C05,C08,C13,C04,C06,C16,C03,C07,C02,C15,C12,C14
000302-00-0652,C01,C12,C11,C05,C02,C16,C04,C06,C15,C10,C09,C07,C03,C08,C13,C14
000302-00-0658,C01,C13,C12,C04,,,,,,,,,,,,
000302-00-0672,C01,C13,C05,C12,C02,C11,C09,C07,,,,,,,,
000302-00-0676,C01,C13,C12,C02,C09,C06,,,,,,,,,,
001003-00-0006,C01,C13,C02,C04,C16,C12,C11,,,,,,,,,
001003-00-0030,C01,C02,C05,,,,,,,,,,,,,
001003-00-0044,C01,C09,C14,C06,C05,C15,C07,C13,,,,,,,,
001003-00-0052,C01,C13,C05,,,,,,,,,,,,,
001003-00-0086,C01,C16,C12,C09,,,,,,,,,,,,
001003-00-0089,C01,C09,C06,C02,C13,,,,,,,,,,,
001003-00-0126,C01,C03,C13,C15,C11,,,,,,,,,,,
001003-00-0160,C01,C16,C12,C09,,,,,,,,,,,,
001003-00-0215,C01,C02,C09,C05,C12,,,,,,,,,,,
001003-00-0291,C01,C12,C13,C05,C09,C16,C04,C03,,,,,,,,
001003-00-0317,C01,C02,C05,C09,C13,,,,,,,,,,,
001003-00-0321,C01,C02,C06,C11,C12,C13,C03,,,,,,,,,
001003-00-0368,C01,C06,C05,,,,,,,,,,,,,
001003-00-0448,C01,C16,C09,C13,C06,C05,,,,,,,,,,
001003-00-0498,C01,C12,,,,,,,,,,,,,,
001003-00-0506,C01,C05,C06,C11,C12,,,,,,,,,,,
001003-00-0536,C01,C13,C16,C09,,,,,,,,,,,,
001003-00-0542,C01,C16,C13,,,,,,,,,,,,,
001003-00-0562,C01,C12,C16,C04,C02,C13,C05,C11,C09,C06,,,,,,
001003-00-0588,C01,C02,C13,C10,C12,C09,C06,C14,C16,C05,C07,C08,C15,C04,C03,
001003-00-0625,C01,C11,C06,C10,C12,,,,,,,,,,,
001003-00-0683,C01,C02,C06,C13,C05,C09,C07,C12,C16,,,,,,,
001003-00-0707,C01,C03,C02,,,,,,,,,,,,,
001003-00-0722,C01,C06,C13,C11,C02,C07,C16,,,,,,,,,
001003-00-0779,C01,C14,C02,,,,,,,,,,,,,
001003-00-0781,C01,C12,C09,C06,,,,,,,,,,,,
001001-00-0007,C01,C02,C13,C06,C03,C04,C16,C12,C10,C08,C07,C05,C11,C14,C15,C09
001001-00-0029,C01,C02,C13,,,,,,,,,,,,,
001001-00-0030,C01,C12,C02,,,,,,,,,,,,,
001001-00-0042,C01,C02,C13,C06,,,,,,,,,,,,
001001-00-0063,C01,C11,C02,C05,C13,,,,,,,,,,,
001001-00-0099,C01,C06,C09,C13,C11,C04,C12,C14,C15,C02,C05,C07,C03,C10,C16,C08
001001-00-0105,C01,C09,C13,C06,C12,,,,,,,,,,,
001001-00-0130,C01,C05,C02,C08,,,,,,,,,,,,
001001-00-0140,C01,C05,,,,,,,,,,,,,,
001001-00-0149,C01,C02,,,,,,,,,,,,,,
001001-00-0202,C01,C02,C08,C09,C04,C05,C16,C13,,,,,,,,
001001-00-0205,C01,C02,C12,C05,C06,C13,C09,C07,C16,C15,,,,,,
001001-00-0220,C01,C02,C05,C04,C12,C09,C13,C06,C15,C16,,,,,,
001001-00-0230,C01,C05,,,,,,,,,,,,,,
001001-00-0233,C01,C05,C02,C11,C13,C10,,,,,,,,,,
001001-00-0241,C01,C02,C13,C09,,,,,,,,,,,,
001001-00-0251,C01,C13,C15,C16,C09,,,,,,,,,,,
001001-00-0254,C01,C13,C11,C05,,,,,,,,,,,,
001001-00-0265,C01,C09,C05,C02,C06,C13,C08,C12,C14,C11,,,,,,
001001-00-0268,C01,C09,C05,C02,C06,C13,C08,C12,C14,C11,,,,,,
001001-00-0273,C01,C06,C02,C11,C13,,,,,,,,,,,
001001-00-0281,C01,C02,C13,C06,C05,,,,,,,,,,,
001001-00-0304,C01,C02,,,,,,,,,,,,,,
001001-00-0336,C01,C06,C09,C02,C05,C07,C12,C13,C04,C10,C16,C08,C11,C15,C14,C03
001001-00-0398,C01,C02,C11,C03,C13,,,,,,,,,,,
001001-00-0440,C01,C02,C04,C11,C05,C15,C13,C06,,,,,,,,
001001-00-0452,C01,C12,C13,C09,C06,C16,,,,,,,,,,
001001-00-0455,C01,C09,C05,C15,C02,C12,C13,C06,,,,,,,,
001001-00-0457,C01,C12,C13,C09,C06,,,,,,,,,,,
001001-00-0487,C01,C12,,,,,,,,,,,,,,
001001-00-0524,C01,C13,C09,C12,C02,C06,,,,,,,,,,
001001-00-0555,C01,C13,C15,C05,C06,C09,C03,C02,C11,,,,,,,
001001-00-0599,C01,C06,C09,C05,C12,C10,C13,C16,C02,C14,,,,,,
001001-00-0609,C01,C09,C02,C05,C14,C03,C13,C11,,,,,,,,
001001-00-0618,C01,C13,C09,C04,C14,C11,C08,C07,C10,,,,,,,
001001-00-0636,C01,C02,C13,C08,C05,C07,C06,,,,,,,,,
001001-00-0661,C01,C06,C05,C13,C12,C02,,,,,,,,,,
001001-00-0662,C01,C02,C09,C05,C06,C13,,,,,,,,,,
001001-00-0710,C01,C13,C16,,,,,,,,,,,,,
001001-00-0737,C01,C05,C02,C08,,,,,,,,,,,,
001001-00-0751,C01,C02,C09,C06,C13,C12,C11,C14,C05,C15,,,,,,
001001-00-0760,C01,C15,C11,C06,C02,C13,,,,,,,,,,
001001-00-0764,C01,C13,C12,C02,C09,,,,,,,,,,,
001001-00-0773,C01,C09,C12,C06,C13,C16,C05,C15,C04,,,,,,,
001001-00-0781,C01,C05,,,,,,,,,,,,,,
001001-00-0859,C01,C06,C13,C15,C05,C09,C02,,,,,,,,,
001001-00-0863,C01,C09,C02,C11,,,,,,,,,,,,
001001-00-0869,C01,C12,C09,C13,C06,C02,,,,,,,,,,
001001-00-0884,C01,C13,C12,C09,C16,,,,,,,,,,,
001001-00-0888,C01,C12,C11,,,,,,,,,,,,,
001001-00-0964,C01,C09,C13,C03,,,,,,,,,,,,
001001-00-0973,C01,C12,C09,C06,,,,,,,,,,,,
001001-00-0976,C01,C14,C02,,,,,,,,,,,,,
001001-00-0980,C01,C12,C09,C06,C13,,,,,,,,,,,
001001-00-1075,C01,C06,C04,C12,C15,C09,C05,C02,C03,C10,C07,C16,,,,
001001-00-1116,C01,C09,C12,C13,C16,C06,C15,C07,C05,,,,,,,
001001-00-1119,C01,C05,C02,C13,C16,,,,,,,,,,,
001001-00-1141,C01,C09,C12,C13,C16,C06,C15,C07,C05,,,,,,,
001001-00-1153,C01,C16,C12,,,,,,,,,,,,,
001001-00-1173,C01,C13,C09,C05,C02,C12,C06,,,,,,,,,
001001-00-1187,C01,C09,C13,,,,,,,,,,,,,
001001-00-1189,C01,C02,C05,C06,C09,C15,C13,,,,,,,,,
001001-00-1217,C01,C12,C13,C09,C06,C16,,,,,,,,,,
000903-00-0035,C01,C04,C05,C09,C12,,,,,,,,,,,
000903-00-0164,C01,C03,C11,C13,C02,C05,C16,C08,,,,,,,,
000903-00-0195,C01,C02,C05,C06,C09,C12,C13,C14,,,,,,,,
000903-00-0240,C01,C11,C14,C13,C09,C16,C12,C15,C06,C02,,,,,,
000903-00-0241,C01,C05,,,,,,,,,,,,,,
000903-00-0255,C01,C05,C15,C04,C06,C16,C12,C09,,,,,,,,
000903-00-0259,C01,C11,C13,,,,,,,,,,,,,
000903-00-0270,C01,C12,C13,C02,C11,C10,C09,C08,C07,C06,C05,C14,C15,C16,C04,C03
000903-00-0276,C01,C12,C04,C06,C09,C05,,,,,,,,,,
000903-00-0284,C01,C06,,,,,,,,,,,,,,
000903-00-0286,C01,C09,C13,,,,,,,,,,,,,
000903-00-0294,C01,C05,,,,,,,,,,,,,,
000903-00-0334,C01,C12,C02,C05,C09,C15,,,,,,,,,,
000903-00-0344,C01,C12,C13,,,,,,,,,,,,,
000903-00-0377,C01,C13,C12,C05,C09,C06,C02,C16,C07,,,,,,,
000903-00-0381,C01,C09,C11,C13,C06,C05,C02,C16,C14,,,,,,,
000903-00-0428,C01,C09,C02,C13,C11,,,,,,,,,,,
000903-00-0429,C01,C16,C02,C05,C09,C13,C06,,,,,,,,,
000903-00-0472,C01,C02,C10,C13,C14,C04,C08,C07,C12,C15,C11,C09,C06,C05,C03,C16
000903-00-0490,C01,C12,C06,C05,C04,C09,C11,,,,,,,,,
000903-00-0527,C01,C09,C02,C12,C05,C06,C13,C10,,,,,,,,
000903-00-0538,C01,C02,C08,C09,C15,C14,,,,,,,,,,
000903-00-0554,C01,C09,,,,,,,,,,,,,,
000903-00-0555,C01,C02,C10,,,,,,,,,,,,,
000903-00-0582,C01,C09,C02,C05,,,,,,,,,,,,
000903-00-0583,C01,C09,C05,C03,C11,,,,,,,,,,,
000903-00-0629,C01,C12,C02,C11,C06,C10,C16,C08,C04,C07,C15,C05,,,,
000903-00-0632,C01,C12,C02,C07,C06,C09,C05,C16,,,,,,,,
000903-00-0640,C01,C09,C10,,,,,,,,,,,,,
000903-00-0643,C01,C03,C06,C13,C05,,,,,,,,,,,
000903-00-0646,C01,C09,,,,,,,,,,,,,,
000903-00-0724,C01,C02,C09,C11,,,,,,,,,,,,
000903-00-0797,C01,C16,C05,C02,C09,C13,,,,,,,,,,
000903-00-0840,C01,C06,C05,C03,C02,C15,C09,C08,,,,,,,,
000903-00-0874,C01,C12,C06,C13,,,,,,,,,,,,
000903-00-0885,C01,C02,C13,C12,C09,C06,C11,,,,,,,,,
000903-00-0904,C01,C14,,,,,,,,,,,,,,
000903-00-0922,C01,C02,,,,,,,,,,,,,,
000903-00-0936,C01,C02,C09,C12,C13,C16,C07,C05,,,,,,,,
000903-00-0981,C01,C02,C13,C14,C15,C11,C10,C05,C03,C09,C16,C04,C06,C07,C08,C12
000903-00-1022,C01,C13,C02,C16,C06,,,,,,,,,,,
000903-00-1137,C01,C02,C12,C13,C15,C06,,,,,,,,,,
000903-00-1140,C01,C09,,,,,,,,,,,,,,
000903-00-1164,C01,C03,C04,C05,C09,C12,C13,C14,C16,,,,,,,
000903-00-1171,C01,C05,C12,C09,C15,C04,,,,,,,,,,
000903-00-1209,C01,C13,C02,C15,C05,C12,C09,C16,,,,,,,,
000903-00-1212,C01,C02,C09,C03,C06,C13,C15,C16,C11,C08,C07,C04,C05,C12,,
000903-00-1215,C01,C13,C04,C15,C06,C12,C09,,,,,,,,,
000903-00-1281,C01,C12,C13,C09,C04,C05,C16,C06,C07,C02,C10,C14,,,,
000903-00-0011,C01,C15,C13,C02,C11,C14,,,,,,,,,,
000903-00-0016,C01,C03,C09,C12,overvote,C16,C13,,,,,,,,,
000303-00-0062,C01,C13,C12,C04,C07,C09,C16,,,,,,,,,
000303-00-0094,C01,C03,C02,C04,C06,C12,,,,,,,,,,
000303-00-0097,C01,C02,C13,C14,C15,,,,,,,,,,,
000303-00-0114,C01,C02,C12,C13,C04,,,,,,,,,,,
000303-00-0155,C01,C11,C04,,,,,,,,,,,,,
000303-00-0186,C01,C12,C11,C13,C02,C05,,,,,,,,,,
000303-00-0273,C01,C13,C04,C05,C02,,,,,,,,,,,
000303-00-0336,C01,C02,C16,C13,C12,C06,,,,,,,,,,
000303-00-0344,C01,C02,C13,C06,,,,,,,,,,,,
000303-00-0362,C01,C12,C09,C02,C11,C06,C05,C04,C14,,,,,,,
000303-00-0385,C01,C12,C06,C03,,,,,,,,,,,,
000303-00-0406,C01,C02,C11,C13,,,,,,,,,,,,
000303-00-0459,C01,C10,C15,,,,,,,,,,,,,
000303-00-0461,C01,C11,C12,C09,C13,C16,C02,C04,,,,,,,,
000303-00-0472,C01,C13,C02,C15,C08,C11,C10,C03,C04,,,,,,,
000303-00-0488,C01,,,,,,,,,,,,,,,
000303-00-0493,C01,C13,C05,,,,,,,,,,,,,
000303-00-0006,C01,C12,C05,C09,C16,C15,,,,,,,,,,
000803-00-0033,C01,C05,C09,C16,C14,,,,,,,,,,,
000803-00-0061,C01,C02,C05,C12,,,,,,,,,,,,
000803-00-0070,C01,C13,C09,,,,,,,,,,,,,
000803-00-0073,C01,C09,C05,C11,C06,C12,C16,C02,C13,C14,C15,C04,C08,C07,C10,
000803-00-0089,C01,C02,C16,,,,,,,,,,,,,
000201-00-0039,C01,C13,C07,,,,,,,,,,,,,
000201-00-0110,C01,C13,C15,C07,C06,C05,C12,C09,C14,,,,,,,
000201-00-0121,C01,C13,C11,C07,C03,C15,,,,,,,,,,
000201-00-0169,C01,,,,,,,,,,,,,,,
000201-00-0183,C01,C12,C14,C16,C04,C07,C08,C10,,,,,,,,
000201-00-0188,C01,C02,C03,C13,C15,,,,,,,,,,,
000201-00-0196,C01,C04,C13,C09,,,,,,,,,,,,
000201-00-0490,C01,C13,,,,,,,,,,,,,,
000201-00-0576,C01,C02,C03,C13,C11,,,,,,,,,,,
000201-00-0678,C01,C02,C06,C05,C12,C04,C13,C16,C09,C07,C10,C11,C15,C14,C08,C03
000201-00-0716,C01,C13,,,,,,,,,,,,,,
000601-00-0046,C01,C04,C06,C07,C11,C13,C15,C09,C12,,,,,,,
000601-00-0074,C01,C09,C12,C02,C04,,,,,,,,,,,
000601-00-0093,C01,C13,C02,C16,C04,C12,C15,C14,C10,C11,C07,C08,C09,C06,C05,
000601-00-0108,C01,C02,C03,C12,,,,,,,,,,,,
000601-00-0112,C01,C09,C11,,,,,,,,,,,,,
000601-00-0117,C01,C03,C11,C05,C02,C12,C13,,,,,,,,,
000601-00-0141,C01,C13,C12,C09,C04,C02,C16,C05,,,,,,,,
000601-00-0153,C01,C09,C13,C12,C02,C10,C16,C03,C06,C07,C05,C08,C04,,,
000601-00-0220,C01,C02,C09,C13,C16,C05,C12,,,,,,,,,
000601-00-0231,C01,C09,C13,C02,,,,,,,,,,,,
000601-00-0331,C01,C13,C06,C09,C02,C11,,,,,,,,,,
000601-00-0337,C01,C13,C12,C09,C16,,,,,,,,,,,
000601-00-0369,C01,C15,,,,,,,,,,,,,,
000601-00-0395,C01,C02,C11,C16,C12,C13,,,,,,,,,,
000601-00-0480,C01,C12,C09,C13,C05,C16,C06,C04,C15,C02,,,,,,
000601-00-0482,C01,C12,C13,C09,C04,C05,C06,C16,C15,,,,,,,
000601-00-0511,C01,C09,C16,C13,C06,,,,,,,,,,,
000601-00-0610,C01,C12,C06,C16,C02,,,,,,,,,,,
000601-00-0706,C01,C16,C13,C11,,,,,,,,,,,,
000601-00-0718,C01,C06,C09,C12,C13,C11,C03,C15,C14,,,,,,,
000601-00-0752,C01,C03,C11,C13,C07,C12,C16,,,,,,,,,
000601-00-0755,C01,C16,C12,,,,,,,,,,,,,
000601-00-0762,C01,C15,,,,,,,,,,,,,,
000601-00-0771,C01,C02,C04,C06,C09,C12,C13,C15,C16,,,,,,,
000601-00-0772,C01,C02,C12,C13,C03,C06,C11,,,,,,,,,
000601-00-0795,C01,,,,,,,,,,,,,,,
000601-00-0892,C01,C03,C15,C13,C12,C11,C10,C09,,,,,,,,
000601-00-0899,C01,C12,C02,C16,C13,C09,C05,,,,,,,,,
000601-00-0903,C01,C15,C09,C05,C13,C02,C11,C06,C14,,,,,,,
000601-00-0904,C01,C15,C09,C05,C13,C02,C11,C06,C14,,,,,,,
000601-00-0906,C01,C11,C02,,,,,,,,,,,,,
000601-00-0909,C01,,,,,,,,,,,,,,,
000902-00-0025,C01,C02,C13,C09,C12,C03,,,,,,,,,,
000902-00-0028,C01,C03,C13,C16,C02,C09,C12,C05,C04,,,,,,,
000902-00-0032,C01,C09,C12,,,,,,,,,,,,,
000902-00-0045,C01,C02,C05,C09,C13,,,,,,,,,,,
000902-00-0048,C01,C13,C05,,,,,,,,,,,,,
000902-00-0054,C01,C06,C13,C04,,,,,,,,,,,,
000902-00-0081,C01,C02,C10,C09,C13,C05,C06,C15,C11,,,,,,,
000902-00-0100,C01,C13,C02,C16,C12,,,,,,,,,,,
000902-00-0122,C01,C05,C06,C07,C12,C16,C09,C13,C14,,,,,,,
000902-00-0151,C01,C02,C12,C13,C16,C05,C09,,,,,,,,,
000902-00-0158,C01,C12,C02,C13,C03,C06,C11,,,,,,,,,
000902-00-0160,C01,C02,C13,C06,,,,,,,,,,,,
000902-00-0182,C01,C12,C02,C04,C07,C13,,,,,,,,,,
000902-00-0189,C01,C12,C13,,,,,,,,,,,,,
000902-00-0207,C01,C16,C13,C02,,,,,,,,,,,,
000902-00-0214,C01,C02,C12,C13,C16,C05,C09,,,,,,,,,
000902-00-0216,C01,C03,C14,,,,,,,,,,,,,
000902-00-0350,C01,C13,C02,C11,,,,,,,,,,,,
000902-00-0421,C01,C02,,,,,,,,,,,,,,
000902-00-0423,C01,C02,,,,,,,,,,,,,,
000902-00-0445,C01,C02,C09,C13,C12,C16,C06,C05,C11,,,,,,,
000902-00-0473,C01,C06,C05,C12,,,,,,,,,,,,
000902-00-0518,C01,C02,C03,,,,,,,,,,,,,
000902-00-0606,C01,C03,C06,C11,C16,C02,C10,C13,C05,,,,,,,
000902-00-0668,C01,C06,C02,C05,C15,C09,C12,C13,C07,C16,,,,,,
000902-00-0674,C01,C06,C09,C12,,,,,,,,,,,,
000902-00-0707,C01,C02,C11,,,,,,,,,,,,,
000902-00-0722,C01,C09,,,,,,,,,,,,,,
000902-00-0729,C01,C02,C10,,,,,,,,,,,,,
000902-00-0747,C01,C02,C13,C06,C09,C05,C12,C16,C07,,,,,,,
000902-00-0811,C01,C11,C13,C02,C12,C03,,,,,,,,,,
000902-00-0831,C01,C08,C13,C06,C11,C02,C03,,,,,,,,,
000902-00-0845,C01,C05,C13,C12,,,,,,,,,,,,
000902-00-0848,C01,C12,C02,C04,C05,,,,,,,,,,,
000902-00-0856,C01,C05,C11,C02,C06,,,,,,,,,,,
000902-00-0870,C01,C12,C09,C07,C06,C05,C03,C02,C15,C13,C11,C14,C16,C04,C08,C10
000902-00-0976,C01,C09,C12,C16,C13,C02,,,,,,,,,,
000902-00-1007,C01,C02,C13,,,,,,,,,,,,,
000902-00-1010,C01,C11,C13,C03,,,,,,,,,,,,
000902-00-1037,C01,C13,C12,C09,C06,C05,C02,C15,C11,,,,,,,
000902-00-1064,C01,C10,C02,,,,,,,,,,,,,
000902-00-1066,C01,C02,,,,,,,,,,,,,,
000902-00-1099,C01,C12,C02,,,,,,,,,,,,,
000902-00-1102,C01,C12,C02,C11,C06,,,,,,,,,,,
000902-00-1132,C01,C13,C09,C12,C11,,,,,,,,,,,
000902-00-1151,C01,C06,C09,C12,,,,,,,,,,,,
000902-00-1156,C01,C09,C05,C16,C12,C04,C07,C06,,,,,,,,
000902-00-1168,C01,C13,C02,C04,,,,,,,,,,,,
000902-00-1194,C01,C13,C05,C12,,,,,,,,,,,,
000902-00-1211,C01,,,,,,,,,,,,,,,
000902-00-1233,C01,C09,C02,C03,C11,C14,C15,,,,,,,,,
000902-00-1241,C01,C12,C05,C07,C16,C13,C02,C10,C04,,,,,,,
000902-00-1248,C01,C05,C09,C12,C13,C07,C06,C14,C15,C16,,,,,,
000902-00-1254,C01,,,,,,,,,,,,,,,
000902-00-1300,C01,C02,C12,,,,,,,,,,,,,
000902-00-1307,C01,C09,C16,,,,,,,,,,,,,
000902-00-1359,C01,C12,C05,C11,C13,C15,C06,C16,C09,,,,,,,
000902-00-1369,C01,C02,C05,C09,C04,,,,,,,,,,,
000902-00-1375,C01,C02,C04,C09,C12,C16,C05,,,,,,,,,
000801-00-0024,C01,C05,C11,C13,C15,C16,C09,C10,C12,C04,C06,C07,,,,
000801-00-0038,C01,C09,C11,C12,C04,C13,C05,C02,C07,,,,,,,
000801-00-0049,C01,C15,C03,C09,C06,C02,,,,,,,,,,
000801-00-0106,C01,C13,C09,C02,C16,C12,C14,C06,,,,,,,,
000801-00-0112,C01,C09,C13,C12,C07,C16,,,,,,,,,,
000801-00-0116,C01,C02,C12,,,,,,,,,,,,,
000801-00-0285,C01,C05,C09,C02,C13,,,,,,,,,,,
000801-00-0299,C01,C13,C05,C12,C11,C02,,,,,,,,,,
000801-00-0304,C01,,,,,,,,,,,,,,,
000801-00-0337,C01,C13,C02,C09,C12,C04,C05,C16,,,,,,,,
000801-00-0351,C01,C09,C06,C15,C12,C03,C08,,,,,,,,,
000801-00-0358,C01,C07,C13,,,,,,,,,,,,,
000801-00-0378,C01,C15,C14,C03,C09,C06,,,,,,,,,,
000801-00-0409,C01,C04,C02,C06,C09,C15,C13,,,,,,,,,
000801-00-0411,C01,C13,C09,C12,C06,C05,,,,,,,,,,
000801-00-0458,C01,C02,C05,C12,C06,C09,C13,C07,C16,,,,,,,
000801-00-0465,C01,C06,C02,C16,C04,C05,C12,,,,,,,,,
000801-00-0467,C01,C04,C02,C12,C16,C06,C05,,,,,,,,,
000501-00-0022,C01,C02,C16,C11,C09,C13,C14,C15,C04,C07,C08,C12,C10,C03,C06,C05
000501-00-0044,C01,C05,C02,C13,C15,C10,C12,C16,,,,,,,,
000501-00-0045,C01,C09,C06,C03,C14,C13,C02,C11,,,,,,,,
000501-00-0062,C01,C12,C13,C09,C06,C04,,,,,,,,,,
000501-00-0076,C01,,,,,,,,,,,,,,,
000501-00-0077,C01,C02,,,,,,,,,,,,,,
000501-00-0080,C01,C13,C16,C02,C07,C12,C05,C11,C10,C15,C09,C04,C06,C03,C14,
000501-00-0092,C01,C12,C06,C09,C13,C15,C16,C14,C11,,,,,,,
000501-00-0100,C01,C02,C03,C11,C13,C12,C15,C16,C04,C05,C06,C07,C08,C09,C10,C14
000501-00-0102,C01,C12,C09,C16,C06,C13,C15,,,,,,,,,
000501-00-0121,C01,,,,,,,,,,,,,,,
000501-00-0122,C01,C13,C06,C09,,,,,,,,,,,,
000501-00-0127,C01,C02,C13,,,,,,,,,,,,,
000501-00-0166,C01,C13,C09,C12,C07,C16,C05,,,,,,,,,
000501-00-0168,C01,C13,C09,C12,C04,C16,C07,C05,C06,C15,C02,C11,,,,
000501-00-0178,C01,C12,,,,,,,,,,,,,,
000501-00-0181,C01,C12,C03,,,,,,,,,,,,,
000501-00-0187,C01,C09,C16,C13,C12,C05,,,,,,,,,,
000501-00-0211,C01,C09,C13,C06,C15,C05,,,,,,,,,,
000501-00-0279,C01,C11,C02,C14,,,,,,,,,,,,
000501-00-0295,C01,C11,C09,C10,C07,,,,,,,,,,,
000501-00-0332,C01,C09,C13,C15,C11,C12,C16,C06,C10,C02,C05,,,,,
000501-00-0340,C01,,,,,,,,,,,,,,,
000501-00-0342,C01,C13,C09,C07,C08,C02,C03,C05,C16,C11,C15,,,,,
000501-00-0389,C01,C02,C06,C05,C13,C16,,,,,,,,,,
000501-00-0437,C01,C13,C02,C16,C07,C12,C05,C06,C09,C11,C04,C14,C15,C10,C03,C08
000501-00-0445,C01,,,,,,,,,,,,,,,
000501-00-0505,C01,C14,C13,C02,C04,C16,,,,,,,,,,
000501-00-0527,C01,C02,C13,C11,C06,C16,C07,C12,C09,C10,C15,C14,C04,C05,C08,C03
000501-00-0529,C01,C02,C03,C13,C11,C05,C09,,,,,,,,,
000501-00-0577,C01,C02,C03,C05,C13,C06,C15,C12,C09,C07,C08,C14,C16,,,
000501-00-0589,C01,C02,C10,,,,,,,,,,,,,
000501-00-0617,C01,C06,C02,,,,,,,,,,,,,
000501-00-0619,C01,C03,C14,C06,C15,,,,,,,,,,,
000501-00-0624,C01,C02,C05,,,,,,,,,,,,,
000501-00-0626,C01,C02,C05,C09,C12,C15,C16,C06,C10,,,,,,,
000501-00-0640,C01,C13,C09,C16,C06,C05,C02,C15,,,,,,,,
000501-00-0661,C01,C02,C05,C03,C06,C10,C15,C16,,,,,,,,
000501-00-0668,C01,C15,C02,C05,C06,,,,,,,,,,,
000501-00-0670,C01,C02,C09,C12,,,,,,,,,,,,
000501-00-0689,C01,C15,C02,C13,C09,C12,,,,,,,,,,
000501-00-0692,C01,C02,C12,C16,C13,,,,,,,,,,,
000501-00-0693,C01,C12,C15,C06,C09,C16,,,,,,,,,,
000501-00-0707,C01,C16,C12,C04,,,,,,,,,,,,
000501-00-0709,C01,C09,C12,C13,C16,C15,,,,,,,,,,
000501-00-0714,C01,C13,C06,C09,C16,C15,C11,C03,C05,,,,,,,
000501-00-0716,C01,C13,C02,C14,C11,,,,,,,,,,,
000501-00-0717,C01,C02,C13,C12,C06,C05,C03,C16,C15,C09,C11,,,,,
000501-00-0730,C01,C02,C10,C13,C06,C11,C03,C16,,,,,,,,
000501-00-0764,C01,C11,,,,,,,,,,,,,,
000501-00-0772,C01,C13,C12,C16,C05,C09,,,,,,,,,,
000501-00-0780,C01,C16,,,,,,,,,,,,,,
000501-00-0784,C01,C13,C02,C07,C16,C05,C09,C06,C12,,,,,,,
000501-00-0787,C01,,,,,,,,,,,,,,,
000501-00-0790,C01,C03,C06,,,,,,,,,,,,,
000501-00-0832,C01,C13,C02,C11,C16,,,,,,,,,,,
000501-00-0835,C01,C13,C02,C11,C16,C10,C06,C05,C15,,,,,,,
000501-00-0841,C01,C12,C02,C13,C04,C16,C09,,,,,,,,,
000501-00-0845,C01,C09,C13,C11,C12,C16,C06,C10,,,,,,,,
000501-00-0875,C01,C13,C12,,,,,,,,,,,,,
001103-00-0001,C01,C02,C05,C13,C16,C12,C06,C07,C09,,,,,,,
001103-00-0132,C01,C05,C13,,,,,,,,,,,,,
001103-00-0153,C01,C12,C13,C16,,,,,,,,,,,,
001103-00-0207,C01,C12,C02,C16,C13,,,,,,,,,,,
001103-00-0225,C01,C13,C02,C05,C11,,,,,,,,,,,
001103-00-0240,C01,C02,C05,,,,,,,,,,,,,
001103-00-0311,C01,C02,C16,C05,C06,C15,,,,,,,,,,
001103-00-0461,C01,C02,C13,C12,C09,C04,,,,,,,,,,
001103-00-0519,C01,C12,C13,,,,,,,,,,,,,
001103-00-0588,C01,C05,C11,,,,,,,,,,,,,
001103-00-0634,C01,C16,C02,C12,C13,,,,,,,,,,,
001103-00-0645,C01,,,,,,,,,,,,,,,
001103-00-0682,C01,C02,C13,,,,,,,,,,,,,
001103-00-0746,C01,C02,C05,,,,,,,,,,,,,
001103-00-0754,C01,C09,C12,C13,C04,C16,,,,,,,,,,
001103-00-0868,C01,C02,C05,C15,C13,C06,C08,C07,C09,C12,C16,C04,C10,C14,,
001103-00-0873,C01,C02,C15,C04,C11,,,,,,,,,,,
001103-00-0910,C01,C12,C13,C16,,,,,,,,,,,,
001103-00-0926,C01,C05,C02,C11,C12,C13,C09,,,,,,,,,
001103-00-1028,C01,C02,C12,C05,C15,C09,,,,,,,,,,
001103-00-1069,C01,C05,C09,C12,C16,C13,C06,C02,C15,,,,,,,
001103-00-1072,C01,C11,C13,C02,C06,,,,,,,,,,,
001103-00-1073,C01,C05,,,,,,,,,,,,,,
001103-00-1091,C01,C02,C13,C11,C15,,,,,,,,,,,
001103-00-1101,C01,C08,C14,C05,,,,,,,,,,,,
001103-00-1248,C01,C11,C16,C08,C09,C10,C12,C13,C14,C15,,,,,,
001103-00-1277,C01,C02,C05,C09,C12,C15,,,,,,,,,,
001103-00-1310,C01,C02,C12,C13,C04,,,,,,,,,,,
001103-00-1315,C01,C02,C13,C11,C05,C06,C07,C16,C14,C12,,,,,,
001103-00-1319,C01,C12,C02,C05,C09,C15,,,,,,,,,,
001103-00-1400,C01,C14,C13,C11,C06,C09,C03,C15,C16,C12,C10,C08,C07,C04,C02,C05
001103-00-1439,C01,C05,C07,C08,,,,,,,,,,,,
001103-00-1450,C01,C02,C15,C10,C04,C05,C13,,,,,,,,,
001103-00-1490,C01,C16,C13,,,,,,,,,,,,,
001103-00-1550,C01,C13,C02,,,,,,,,,,,,,
