rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
"Kadete, Elechi M.","Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Crutchfield, Jake W.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.","Harding, Jr., Richard","Weinstein, David J.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Fantini, Alfred B.","Crutchfield, Jake W.","Kadete, Elechi M."
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Dexter, Emily R.","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin","Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.","Crutchfield, Jake W.","Cisternino, Pia","Dexter, Emily R."
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia","Harding, Jr., Richard","Bowman, Manikka L.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Crutchfield, Jake W.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cisternino, Pia","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Fantini, Alfred B.","Harding, Jr., Richard","Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M."
"Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin","Fantini, Alfred B.","Cisternino, Pia",skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran Albin","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped
"Cronin, Fran Albin","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Fantini, Alfred B.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard","Weinstein, David J.","Crutchfield, Jake W.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Crutchfield, Jake W.","Nolan, Patricia M.","Cisternino, Pia","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Harding, Jr., Richard","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Cronin, Fran Albin","Dexter, Emily R.","Nolan, Patricia M.","Weinstein, David J.","Cisternino, Pia","Bowman, Manikka L.","Kelly, Kathleen M.","Crutchfield, Jake W."
"Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M."
"Crutchfield, Jake W.","Harding, Jr., Richard","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Kadete, Elechi M.","Weinstein, David J.","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Crutchfield, Jake W.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Fantini, Alfred B.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Nolan, Patricia M.","Crutchfield, Jake W.","Dexter, Emily R.","Cisternino, Pia","Fantini, Alfred B.","Weinstein, David J.","Harding, Jr., Richard","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran Albin"
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin","Bowman, Manikka L.","Nolan, Patricia M.","Cisternino, Pia","Weinstein, David J.","Crutchfield, Jake W.","Kadete, Elechi M.","Dexter, Emily R."
"Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Crutchfield, Jake W.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard","Weinstein, David J.","Cisternino, Pia","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Weinstein, David J.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Weinstein, David J.","Kelly, Kathleen M.","Dexter, Emily R.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M."
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Fantini, Alfred B.","Weinstein, David J.","Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Cronin, Fran Albin","Bowman, Manikka L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.","Dexter, Emily R.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Nolan, Patricia M.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Bowman, Manikka L.","Kadete, Elechi M.","Weinstein, David J.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Fantini, Alfred B.","Cisternino, Pia","Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Dexter, Emily R.","Kadete, Elechi M."
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Crutchfield, Jake W.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kadete, Elechi M.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
